Product,Company,Category,Units Sold,Revenue,Cost of Goods Sold,Profit,Purchase Date,Customer Name,Customer State,Customer City,Customer Zip Code,Order ID
Wine,Dr. Pepper,Alcoholic,933,9494,7061,2433,5/7/2021,Cynthia Leblanc,Tennessee,Melanieside,66486,1-4632-5020-7
Lemonade,Coca-Cola,Soft Drink,689,1202,7599,-6397,2/13/2020,Regina Wright,Nebraska,Lawsonshire,94920,0-05-631584-8
Cola,Pepsi,Soft Drink,701,8576,2360,6216,2/27/2022,Jim Smith,Tennessee,East Brookeburgh,85779,1-9765-4631-1
Beer,Dr. Pepper,Alcoholic,751,5777,5615,162,4/6/2020,Adam Owens,Montana,Sherryfurt,97376,1-322-78643-7
Coffee,Pepsi,Coffee,862,3291,1405,1886,4/13/2021,David Price MD,Kansas,Rodrigueztown,4022,1-135-71046-5
Coffee,Dr. Pepper,Coffee,412,8672,2325,6347,1/15/2021,Bruce Wells,Missouri,Macdonaldland,50781,0-389-61398-3
Vodka,Dr. Pepper,Alcoholic,154,8733,2252,6481,4/8/2023,Erica Hughes,New Jersey,Jamesberg,20009,1-947915-50-9
Coffee,Coca-Cola,Coffee,482,2298,5986,-3688,8/30/2020,Denise Guerrero,Wyoming,Danielberg,79296,0-693-59494-2
Vodka,Dr. Pepper,Alcoholic,364,7565,2195,5370,2/17/2020,Jeremy Contreras,West Virginia,West Jonathan,83610,0-298-61441-3
Beer,Coca-Cola,Alcoholic,401,3151,4369,-1218,4/15/2021,Lisa Holmes,New Mexico,Port Paula,57122,1-992949-05-0
Beer,Dr. Pepper,Alcoholic,793,6696,1379,5317,2/26/2022,Clarence Bridges,New York,Allenchester,94698,0-246-89235-8
Vodka,Dr. Pepper,Alcoholic,510,6210,5961,249,5/18/2020,Sarah Watson,Oregon,West Michael,87973,1-09-761846-3
Herbal Tea,Pepsi,Tea,406,6797,6656,141,8/19/2022,Holly Castillo,South Dakota,Garciaton,65231,1-05-138961-5
Lemonade,Pepsi,Soft Drink,695,8249,2958,5291,6/5/2023,Monica Christian,Michigan,New Nicholas,16173,0-298-25941-9
Energy Drink,Coca-Cola,Soft Drink,900,2851,6208,-3357,3/13/2021,Anna Horne,Michigan,Conradborough,34481,1-4139-4063-3
Energy Drink,Dr. Pepper,Soft Drink,139,2138,1313,825,5/11/2021,Michael Turner,South Dakota,South Richard,30224,0-16-349153-4
Lemonade,Coca-Cola,Soft Drink,291,2447,769,1678,1/7/2022,Charles Richardson,Texas,Lake Andrew,98653,1-130-46434-2
Wine,Pepsi,Alcoholic,208,4555,6663,-2108,5/1/2021,John Davis,Maryland,Brianmouth,12276,0-633-12270-X
Herbal Tea,Coca-Cola,Tea,141,2333,1903,430,12/7/2021,Melanie Mcmillan,Idaho,Timothyfurt,14650,0-7899-3834-0
Wine,Dr. Pepper,Alcoholic,514,7902,2183,5719,11/8/2020,Dean Rhodes,Mississippi,South Makayla,30028,1-154-04444-0
Wine,Coca-Cola,Alcoholic,311,3611,7443,-3832,2/4/2020,Kristy Beard,Minnesota,West Josephberg,83466,1-61570-385-3
Herbal Tea,Dr. Pepper,Tea,387,4856,3749,1107,2/25/2023,Nicholas Parker,Colorado,Heberttown,73137,0-12-676570-7
Energy Drink,Pepsi,Soft Drink,154,8417,5724,2693,7/4/2023,Mark Smith,Pennsylvania,Marychester,98648,0-308-84539-0
Wine,Coca-Cola,Alcoholic,465,5337,1666,3671,1/28/2020,Patricia Wright,Wyoming,South Emilybury,46729,0-340-44403-7
Vodka,Pepsi,Alcoholic,564,9675,1317,8358,12/20/2020,Stephen Miller,Louisiana,New Davidburgh,13582,0-7776-7857-8
Cola,Pepsi,Soft Drink,927,3584,3375,209,11/5/2021,Lucas Adams,Illinois,Lake Kathleen,98429,0-8293-5694-0
Herbal Tea,Pepsi,Tea,121,5856,4284,1572,4/2/2021,James Shepherd,Washington,Sarahshire,77989,0-12-565856-7
Wine,Pepsi,Alcoholic,857,8498,4849,3649,4/28/2022,Elizabeth Jones,South Dakota,North Aliciachester,63082,1-68175-316-2
Green Tea,Coca-Cola,Tea,496,5343,715,4628,2/3/2020,Jennifer Hensley,North Carolina,Victoriafurt,83801,0-294-07403-1
Herbal Tea,Pepsi,Tea,363,3095,3525,-430,10/3/2021,Robert Rosario,Montana,Nguyenburgh,3669,1-08-873279-8
Beer,Pepsi,Alcoholic,219,4786,1086,3700,2/27/2023,Shannon Hall,Rhode Island,Joshuaville,48630,0-643-60795-1
Green Tea,Dr. Pepper,Tea,139,3939,3111,828,12/5/2022,Melissa Diaz,North Carolina,Port Karenview,4983,1-7369120-3-8
Coffee,Pepsi,Coffee,207,6199,2389,3810,2/26/2020,Jennifer Ramos,Missouri,Garciamouth,58252,1-205-10157-8
Wine,Coca-Cola,Alcoholic,749,5637,2522,3115,10/26/2022,Cynthia Cox,Alabama,Andersontown,54459,1-4171-2327-3
Beer,Pepsi,Alcoholic,784,1129,3727,-2598,7/31/2021,Debra Black,South Carolina,West Toddport,76343,1-886314-97-7
Cola,Coca-Cola,Soft Drink,864,2130,6277,-4147,2/15/2020,Tyrone Clark,Wisconsin,New Elizabethfort,37725,1-01-384749-0
Lemonade,Dr. Pepper,Soft Drink,717,8106,2512,5594,12/15/2020,Taylor Brady,California,Tylerhaven,99675,0-388-01644-2
Wine,Dr. Pepper,Alcoholic,762,8498,1777,6721,2/19/2023,Robert Stewart,Arkansas,Jessicaview,68092,0-06-759196-5
Energy Drink,Pepsi,Soft Drink,697,6863,5835,1028,5/19/2021,Christina Perez,Idaho,Williamfurt,29558,0-06-850552-3
Energy Drink,Coca-Cola,Soft Drink,882,6995,2213,4782,8/8/2020,Isabella Barnes,Wyoming,Cynthiaport,36060,1-77948-608-1
Energy Drink,Coca-Cola,Soft Drink,743,4452,6353,-1901,7/14/2020,James Smith,Georgia,East Ericchester,48542,0-550-29633-6
Black Tea,Dr. Pepper,Tea,347,9019,2255,6764,6/10/2022,Crystal West,South Carolina,North Amanda,68024,1-148-72507-5
Herbal Tea,Pepsi,Tea,954,6341,620,5721,6/23/2023,Michael Obrien,Washington,New Julieburgh,41907,1-996549-06-5
Cola,Dr. Pepper,Soft Drink,834,5610,3405,2205,8/28/2021,James Crosby,Missouri,North Jamesmouth,54704,1-02-832966-0
Green Tea,Pepsi,Tea,883,6960,4573,2387,5/2/2021,James Fischer,Florida,West Sharonborough,24212,1-189-11908-0
Green Tea,Dr. Pepper,Tea,951,2539,2333,206,5/8/2022,Cathy Shah,Mississippi,Jimenezport,88961,1-81542-119-3
Cola,Dr. Pepper,Soft Drink,423,3144,7430,-4286,8/18/2021,Caleb Nelson,Indiana,Thomasfurt,57341,1-221-37529-6
Cola,Coca-Cola,Soft Drink,291,8421,2010,6411,1/12/2020,Dwayne Olson,Louisiana,Riceshire,57293,0-579-01368-5
Cola,Dr. Pepper,Soft Drink,930,1245,2812,-1567,11/11/2020,Jacob Lane,Texas,Lawsonhaven,35819,1-7395263-9-2
Vodka,Coca-Cola,Alcoholic,113,2721,2793,-72,8/19/2022,Edward Myers,Mississippi,East Nicholas,70956,0-500-22469-2
Lemonade,Pepsi,Soft Drink,268,1320,1681,-361,9/20/2021,Michael Walker,California,South Sarah,84628,1-09-768773-2
Wine,Dr. Pepper,Alcoholic,487,4106,7870,-3764,12/24/2020,Amber Nguyen,Missouri,Tuckerport,88100,0-7657-7551-4
Energy Drink,Dr. Pepper,Soft Drink,586,9041,527,8514,11/25/2020,Emily Mcmillan,Maryland,Port Lindsay,71602,1-79844-643-X
Energy Drink,Dr. Pepper,Soft Drink,216,7464,2759,4705,10/27/2020,Keith Meyer,Wisconsin,East Mollyfurt,27884,1-5030-3371-6
Energy Drink,Coca-Cola,Soft Drink,260,6451,1483,4968,2/16/2023,Catherine Prince,Kansas,New Melanie,57702,1-77302-305-5
Black Tea,Dr. Pepper,Tea,506,4455,3050,1405,2/22/2021,Michael Brown,Minnesota,Wilkinsonfurt,4073,1-273-16906-9
Green Tea,Pepsi,Tea,778,2819,1237,1582,12/4/2020,Jennifer Davis,Nevada,North Angela,97441,0-655-44397-5
Black Tea,Coca-Cola,Tea,129,1512,2973,-1461,6/12/2022,Samuel Zimmerman,Georgia,Smallside,21623,1-203-03964-6
Wine,Coca-Cola,Alcoholic,611,2652,3977,-1325,7/30/2021,Zoe Dorsey,Iowa,Haileyhaven,4149,1-890729-12-4
Cola,Pepsi,Soft Drink,789,4476,569,3907,1/28/2023,Leslie Krause,New Mexico,Meganland,84485,1-100-68110-8
Herbal Tea,Pepsi,Tea,268,7978,2536,5442,10/22/2021,Stephen Farmer,Delaware,North Cindy,40658,1-77753-719-3
Cola,Pepsi,Soft Drink,333,2352,4089,-1737,3/28/2020,Danny Garcia,Montana,Port Briannaville,7270,0-489-21220-4
Vodka,Pepsi,Alcoholic,494,7984,3449,4535,10/22/2022,Michael Lopez,New Mexico,South Kevin,83076,0-89523-976-0
Coffee,Coca-Cola,Coffee,838,5626,2489,3137,10/11/2021,Mark Williams,Missouri,North Katherine,32321,1-5354-4346-4
Coffee,Coca-Cola,Coffee,976,1047,7581,-6534,10/12/2020,Cody Rosales,Colorado,Stephanieville,85486,0-7239-3296-4
Wine,Coca-Cola,Alcoholic,207,7116,5615,1501,2/2/2023,Vanessa Miller,Montana,Davidberg,68030,0-314-07599-2
Energy Drink,Pepsi,Soft Drink,118,6570,5567,1003,12/6/2022,Timothy Schneider,West Virginia,East Danaland,5449,1-57416-471-6
Energy Drink,Pepsi,Soft Drink,130,3063,2876,187,1/29/2020,Robert Woods,Oklahoma,Port Heidiport,16505,0-658-44192-2
Cola,Pepsi,Soft Drink,873,1153,7540,-6387,7/27/2020,Shannon Howell,Nebraska,Port Nicole,72867,1-65702-833-X
Energy Drink,Coca-Cola,Soft Drink,822,3583,4348,-765,4/6/2023,William Simon,Virginia,Ashleystad,33770,1-304-80670-7
Coffee,Coca-Cola,Coffee,560,9657,7835,1822,1/21/2021,Madison Barker,Vermont,Smithport,65332,0-9747346-7-5
Black Tea,Pepsi,Tea,522,4512,7119,-2607,4/30/2021,David Walsh,Tennessee,West Emilyville,4640,0-88622-003-3
Cola,Coca-Cola,Soft Drink,813,9950,1449,8501,2/17/2020,Billy Meyer,North Dakota,Brandonberg,96760,1-164-11213-9
Coffee,Pepsi,Coffee,854,7805,4608,3197,6/14/2021,Devon Scott,Connecticut,Barnesshire,3054,1-5392-1559-8
Wine,Dr. Pepper,Alcoholic,226,4722,3842,880,12/31/2020,Cameron Evans,Kentucky,East Christy,58279,0-916549-10-0
Beer,Dr. Pepper,Alcoholic,807,7831,5901,1930,6/16/2023,Eric Estrada,Indiana,Davidborough,58544,1-324-41457-X
Vodka,Pepsi,Alcoholic,882,1363,1302,61,1/17/2023,Mitchell Howell,Arizona,Port Caitlin,29449,0-485-67976-0
Cola,Pepsi,Soft Drink,196,1670,556,1114,1/27/2023,Carl Fritz,Georgia,Blackshire,36434,0-19-897557-0
Beer,Pepsi,Alcoholic,732,9788,6895,2893,7/26/2022,Amy Johnson,Connecticut,West Brittanymouth,45253,0-8332-6477-X
Beer,Dr. Pepper,Alcoholic,829,6818,1339,5479,9/5/2021,David Moran,Kansas,Simmonstown,98039,1-01-059317-X
Vodka,Pepsi,Alcoholic,376,1390,1750,-360,12/20/2020,Benjamin Neal,New Jersey,Smithshire,58481,0-9796029-7-1
Vodka,Pepsi,Alcoholic,188,4318,1929,2389,10/22/2020,Dillon Wilson,Arkansas,New Joannmouth,19787,0-406-31571-X
Green Tea,Pepsi,Tea,769,3697,6634,-2937,9/4/2022,Sharon Lynch,New Mexico,New Chad,21045,1-279-65665-4
Vodka,Pepsi,Alcoholic,566,6583,5455,1128,8/22/2021,James Johnson,Alaska,West Sarahberg,45852,0-01-887337-5
Green Tea,Dr. Pepper,Tea,890,4904,1094,3810,7/21/2020,Joseph Dickerson,Alaska,North Jessicabury,46974,0-448-63837-1
Herbal Tea,Dr. Pepper,Tea,815,1471,2161,-690,1/11/2020,John Ellis,South Dakota,New Brianburgh,98633,1-153-87961-1
Energy Drink,Dr. Pepper,Soft Drink,195,8093,4162,3931,3/22/2021,Alex Campbell,Indiana,Parkermouth,31236,0-10-684737-6
Green Tea,Pepsi,Tea,641,7883,1175,6708,1/5/2020,Jared Phillips,Florida,Rachelland,24923,1-70859-455-8
Vodka,Dr. Pepper,Alcoholic,343,9247,7968,1279,9/6/2020,Ruth Baker,New Jersey,Tylerbury,62798,1-04-881775-X
Black Tea,Pepsi,Tea,111,6284,3610,2674,3/21/2020,Lauren Werner,Alabama,Johnshire,59243,0-912949-40-6
Herbal Tea,Coca-Cola,Tea,601,6389,4847,1542,12/8/2022,William Williams,Illinois,Burnston,94453,0-689-37962-5
Coffee,Pepsi,Coffee,709,6850,5707,1143,4/22/2022,Joseph Middleton,Tennessee,Morgantown,55065,1-229-47625-3
Beer,Coca-Cola,Alcoholic,153,1107,1546,-439,6/25/2021,Steven Taylor,Kansas,Barkerside,84326,1-86812-902-0
Cola,Dr. Pepper,Soft Drink,709,1787,598,1189,11/27/2020,Andrew Blake,California,West Stephanie,26299,1-84380-604-5
Wine,Coca-Cola,Alcoholic,464,3608,3597,11,7/21/2023,Joshua Bailey,New Mexico,South Janice,20039,1-74925-340-2
Herbal Tea,Dr. Pepper,Tea,990,6740,940,5800,6/29/2020,Gina Daniel,Maine,Kendraside,20008,1-74711-063-9
Beer,Coca-Cola,Alcoholic,709,8758,2346,6412,4/18/2023,Jessica Williams,Virginia,New Alexis,96894,0-583-01232-9
Green Tea,Pepsi,Tea,846,7869,2375,5494,2/26/2023,Allison Hoover,New York,Barbarastad,4480,0-11-913577-9
Herbal Tea,Pepsi,Tea,634,2261,4448,-2187,10/15/2020,Barbara Bates,Nebraska,North John,97593,0-453-27130-8
Vodka,Pepsi,Alcoholic,587,5036,2832,2204,8/11/2022,Laura Perry,Maine,Williamstad,71674,0-926047-87-6
Beer,Coca-Cola,Alcoholic,921,8852,7950,902,1/7/2021,Kathy Lopez,Florida,Stephanieville,90256,0-490-68434-3
Vodka,Dr. Pepper,Alcoholic,605,3599,6475,-2876,4/18/2023,Alexandria Hoffman,Mississippi,Shortstad,99757,1-70100-174-8
Cola,Dr. Pepper,Soft Drink,809,1705,5545,-3840,7/12/2022,Victoria Pitts,Pennsylvania,Aprilside,62124,0-19-295509-8
Lemonade,Pepsi,Soft Drink,618,6184,1193,4991,7/5/2023,John Herrera,Florida,Vincentview,57374,0-88923-901-0
Herbal Tea,Dr. Pepper,Tea,207,6156,3261,2895,5/7/2020,Makayla Brown,Wyoming,Deborahmouth,3076,1-79487-982-X
Coffee,Pepsi,Coffee,341,8925,1208,7717,4/8/2020,Donald Lane,Vermont,West Douglas,70066,1-75419-597-0
Green Tea,Coca-Cola,Tea,465,5943,2915,3028,5/25/2021,Christy Ford,Alabama,Barajaston,22144,1-69166-126-0
Beer,Dr. Pepper,Alcoholic,143,7244,5952,1292,3/9/2021,Daniel Morrison,New York,South Anthonytown,5127,1-65107-623-5
Energy Drink,Coca-Cola,Soft Drink,543,6826,6497,329,3/30/2023,Joel Cross,Michigan,Wardbury,5308,0-925554-92-8
Cola,Dr. Pepper,Soft Drink,384,3031,1272,1759,5/7/2021,Donna White,Louisiana,Gonzalesport,4133,1-66428-937-2
Coffee,Pepsi,Coffee,618,5589,3611,1978,12/5/2020,Jacob Gonzalez III,Connecticut,Caitlinborough,73001,0-00-143811-5
Beer,Coca-Cola,Alcoholic,450,8459,7584,875,9/24/2020,Shawna Gallagher,Texas,Fuentesburgh,6067,1-928874-57-6
Black Tea,Coca-Cola,Tea,536,3077,2639,438,2/21/2022,Anthony Cardenas,Tennessee,New Georgeview,26566,0-7405-9689-6
Lemonade,Coca-Cola,Soft Drink,451,8356,3084,5272,1/24/2020,Susan Cooper,Arizona,Reginaldside,30557,0-01-378160-X
Lemonade,Dr. Pepper,Soft Drink,689,4516,835,3681,3/24/2022,Christopher Bush,Tennessee,East Mariatown,34396,0-9689099-9-X
Herbal Tea,Coca-Cola,Tea,650,6016,7619,-1603,5/27/2020,Brittany Bean,Georgia,Ortizchester,73175,1-9736-2329-3
Black Tea,Coca-Cola,Tea,420,1662,5049,-3387,9/23/2021,Richard Young,Virginia,North Brian,37218,1-71467-179-8
Herbal Tea,Coca-Cola,Tea,591,1602,4763,-3161,1/4/2021,Molly Chang,Colorado,Thomashaven,1739,0-207-09363-6
Vodka,Coca-Cola,Alcoholic,991,9226,2993,6233,5/13/2021,Christine White,Montana,West Johnfurt,30624,1-85979-904-3
Wine,Dr. Pepper,Alcoholic,626,4314,2674,1640,10/12/2022,Olivia Jenkins,Indiana,Colleenton,39763,1-9877-0142-9
Vodka,Coca-Cola,Alcoholic,164,8902,554,8348,1/2/2021,Jimmy Davidson,California,North Mario,36360,0-06-086592-X
Vodka,Pepsi,Alcoholic,552,8749,4059,4690,12/7/2022,Alyssa Adams,Nevada,Hendersontown,37608,1-993112-42-1
Green Tea,Dr. Pepper,Tea,905,3549,7643,-4094,1/15/2023,Jeremy Hill,Nevada,Alexanderchester,44409,0-00-849549-1
Herbal Tea,Coca-Cola,Tea,125,7849,7145,704,7/6/2023,Lauren Brown,Hawaii,Jenniferport,76509,1-80088-648-9
Green Tea,Pepsi,Tea,220,9073,4674,4399,10/21/2020,Mary Velazquez,California,Richardfurt,68085,0-556-61648-0
Coffee,Coca-Cola,Coffee,686,2853,5470,-2617,11/25/2020,Nicholas Miller,Mississippi,Riosbury,37877,1-248-26332-4
Vodka,Pepsi,Alcoholic,623,2825,910,1915,1/2/2021,Ray Strickland,North Carolina,East Danielville,30018,0-360-25616-3
Coffee,Coca-Cola,Coffee,740,4003,5583,-1580,11/9/2022,Victor Hill,Utah,Davisview,92225,1-193-80106-0
Wine,Coca-Cola,Alcoholic,146,9008,653,8355,10/4/2021,Michael Mendoza,Ohio,Shawnchester,90122,1-56173-924-3
Cola,Pepsi,Soft Drink,877,9176,3480,5696,6/21/2022,Ashley Calhoun,Oregon,Josemouth,22076,0-13-924950-8
Black Tea,Pepsi,Tea,953,7670,3853,3817,5/20/2022,Morgan Lane,South Dakota,Lake Kelli,27979,0-406-79662-9
Cola,Pepsi,Soft Drink,669,3792,3404,388,12/7/2020,Melissa Phillips,New Mexico,Riverafurt,83705,0-474-69966-8
Black Tea,Pepsi,Tea,438,1614,574,1040,3/11/2020,Anthony Williams,Georgia,Evansview,3788,0-8236-3302-0
Lemonade,Dr. Pepper,Soft Drink,109,6662,1090,5572,4/19/2020,Susan Jackson,New Hampshire,Robbinsfort,80461,1-4011-1041-X
Cola,Coca-Cola,Soft Drink,999,6809,6226,583,12/22/2020,Erica Leonard,Ohio,East Lisa,20818,0-06-050307-6
Coffee,Coca-Cola,Coffee,423,5632,851,4781,4/9/2022,Jeffery Velez,New Hampshire,Jenkinsside,56733,1-240-26183-7
Cola,Dr. Pepper,Soft Drink,525,3135,6134,-2999,7/7/2020,Andrew Taylor,Wyoming,Lake Austin,4844,0-546-66921-2
Black Tea,Coca-Cola,Tea,224,3372,1295,2077,3/10/2023,Dana Thompson,Washington,New Amberhaven,85203,0-88122-230-5
Herbal Tea,Coca-Cola,Tea,957,1541,6852,-5311,1/11/2022,Kyle Adams,Florida,Kempside,36300,1-135-02996-2
Vodka,Pepsi,Alcoholic,695,9827,6087,3740,8/30/2021,Marc Cobb,Texas,West Jamiemouth,66028,0-339-37375-X
Energy Drink,Pepsi,Soft Drink,710,1322,3526,-2204,8/11/2022,Steven Delgado,Utah,Thomasburgh,88204,1-9829-0888-2
Herbal Tea,Dr. Pepper,Tea,165,4810,3679,1131,2/16/2023,Christine Griffin,Vermont,Aaronville,73103,0-87025-638-6
Wine,Coca-Cola,Alcoholic,657,3924,5732,-1808,10/6/2021,Mrs. Melinda Hoffman,Maine,North Kristen,82901,0-231-30470-6
Herbal Tea,Dr. Pepper,Tea,677,2331,7224,-4893,11/11/2022,Nancy Campbell,Oklahoma,New Virginia,32178,0-08-911468-X
Vodka,Pepsi,Alcoholic,918,8515,6084,2431,9/2/2022,Stephanie Shelton,Wisconsin,Port Michaelview,3074,0-9516489-2-6
Vodka,Dr. Pepper,Alcoholic,474,1328,6388,-5060,6/16/2021,Maria Sullivan,Iowa,Perezburgh,25158,0-679-41499-1
Herbal Tea,Dr. Pepper,Tea,951,4686,5982,-1296,7/31/2021,Richard Palmer,Nevada,West Stephanieport,98246,0-07-948529-4
Cola,Pepsi,Soft Drink,437,8675,987,7688,3/21/2023,Virginia Brown,Oregon,Sarahville,23567,1-75289-460-X
Vodka,Coca-Cola,Alcoholic,257,1605,3493,-1888,11/6/2022,Raymond Mcneil,Vermont,Dawnshire,89512,1-4133-9121-4
Herbal Tea,Coca-Cola,Tea,473,1653,3765,-2112,1/11/2021,Jennifer Blair,Illinois,Lake Tony,53666,0-218-84967-2
Energy Drink,Dr. Pepper,Soft Drink,265,6818,6218,600,3/23/2021,Eric Ortiz,Maryland,South Tanyamouth,85730,0-87257-068-1
Black Tea,Dr. Pepper,Tea,256,4287,3554,733,8/21/2021,Dawn Young,Arkansas,Ortizborough,8250,0-8127-2593-X
Wine,Dr. Pepper,Alcoholic,435,9749,835,8914,11/9/2022,Sarah Scott,Hawaii,East Bradleyburgh,6110,0-7485-0970-4
Wine,Pepsi,Alcoholic,299,4334,7556,-3222,12/26/2022,Joseph Mora,Connecticut,Fostertown,86354,1-171-71339-8
Wine,Pepsi,Alcoholic,263,1508,3983,-2475,5/7/2020,Edwin Bender,Tennessee,Lake Wendy,2199,1-60357-438-7
Coffee,Dr. Pepper,Coffee,181,4687,1360,3327,4/13/2020,Hannah Coleman,Tennessee,Port Jamesborough,89299,0-593-09751-3
Cola,Dr. Pepper,Soft Drink,633,5250,6757,-1507,1/21/2022,Aaron Rogers,North Carolina,Port Mackenziemouth,83669,0-8095-3857-1
Cola,Dr. Pepper,Soft Drink,152,9071,1178,7893,4/27/2021,Jeffrey Beck,Maryland,West Nancyhaven,39653,1-4512-2032-4
Herbal Tea,Dr. Pepper,Tea,906,2167,875,1292,9/24/2022,Robert Moore,Rhode Island,East Kimberlyshire,98663,1-383-77906-6
Energy Drink,Pepsi,Soft Drink,469,2863,7749,-4886,12/10/2020,Dawn Cruz,Alaska,Yangmouth,86066,1-252-57534-3
Herbal Tea,Dr. Pepper,Tea,826,1077,5546,-4469,2/4/2022,Peter Johnson,Mississippi,New Elizabethview,21273,0-9546001-5-0
Coffee,Pepsi,Coffee,883,9428,2818,6610,12/20/2022,Robert Brown,West Virginia,North Johnborough,37912,0-591-51515-6
Black Tea,Coca-Cola,Tea,578,3067,1013,2054,7/18/2021,Eric Maxwell,Texas,North Alicia,4733,1-06-557931-4
Wine,Coca-Cola,Alcoholic,437,6869,2046,4823,11/29/2021,Beth Ryan,Indiana,East Kayleebury,80457,1-874374-38-4
Vodka,Pepsi,Alcoholic,123,7744,4061,3683,6/24/2023,Matthew Nichols,Kansas,Richardsonmouth,50840,0-7056-3567-8
Green Tea,Dr. Pepper,Tea,855,2011,2548,-537,5/15/2021,Wendy Phillips,North Carolina,East Marytown,73061,1-06-316000-6
Energy Drink,Dr. Pepper,Soft Drink,563,7301,3602,3699,9/24/2020,Henry Wilcox,Arkansas,North Derrickfurt,21843,1-05-467914-2
Black Tea,Pepsi,Tea,191,6255,508,5747,8/20/2020,Colton Hernandez,Hawaii,Randymouth,2805,0-519-71518-7
Coffee,Pepsi,Coffee,548,3100,7983,-4883,6/15/2023,Andre Ferguson,Mississippi,Lake Elizabethhaven,68051,1-82498-852-4
Cola,Dr. Pepper,Soft Drink,323,8998,7308,1690,6/18/2020,Elizabeth Mcconnell,Delaware,Lake Jody,37815,1-5275-6527-0
Vodka,Pepsi,Alcoholic,354,6591,1216,5375,3/2/2023,Alexandra Wilson,Maine,Rebeccamouth,87395,1-368-56961-7
Black Tea,Coca-Cola,Tea,245,3478,3224,254,5/26/2021,Michael Arnold,Missouri,Karenview,3217,1-322-10513-8
Wine,Pepsi,Alcoholic,475,8005,6334,1671,7/23/2022,Anthony Abbott,Nebraska,East Pamela,89029,0-9508112-2-X
Vodka,Dr. Pepper,Alcoholic,647,9294,2878,6416,8/31/2020,Cheryl Hall,Idaho,South Christinaside,77191,0-13-898157-4
Vodka,Dr. Pepper,Alcoholic,673,6233,878,5355,1/1/2021,Donna Garcia,New Mexico,Jamesport,38518,0-85405-068-X
Lemonade,Pepsi,Soft Drink,722,5137,5334,-197,3/24/2021,John Cortez,Montana,East Lindamouth,89430,1-55240-754-3
Vodka,Pepsi,Alcoholic,308,8921,1368,7553,1/23/2020,Elizabeth Walker,Texas,Lake Carolton,11289,1-900597-03-9
Black Tea,Coca-Cola,Tea,461,6241,1775,4466,6/5/2023,Michelle Peterson,Kansas,Lindseyville,8183,1-4769-8467-0
Herbal Tea,Pepsi,Tea,107,9351,5688,3663,11/11/2020,Amanda Walker,Minnesota,Brookehaven,20036,1-139-88902-8
Energy Drink,Coca-Cola,Soft Drink,512,3571,7430,-3859,1/16/2023,Meagan Miller,Mississippi,Rickyberg,6189,1-185-06344-7
Cola,Coca-Cola,Soft Drink,427,7287,3744,3543,8/7/2020,Amy Alexander,New Hampshire,Harrisberg,64845,0-88909-852-2
Beer,Pepsi,Alcoholic,375,5086,6259,-1173,12/24/2020,Tracy Hughes,North Carolina,West Catherinefort,96770,1-57729-135-2
Wine,Coca-Cola,Alcoholic,275,8047,2147,5900,7/5/2021,George Sanders,Nevada,Danielview,6186,1-164-78820-5
Energy Drink,Dr. Pepper,Soft Drink,556,5751,5557,194,10/14/2022,Susan Villanueva,Arizona,Heathertown,86210,0-01-658117-2
Energy Drink,Coca-Cola,Soft Drink,401,5416,7473,-2057,9/14/2021,Tina Robinson,Virginia,North Joseph,60474,1-4619-3481-8
Vodka,Pepsi,Alcoholic,240,2736,6083,-3347,7/22/2023,Amber Martin,Louisiana,West Davidburgh,52064,1-4197-1391-4
Black Tea,Pepsi,Tea,691,5616,5607,9,3/10/2022,Vanessa Ball,Massachusetts,Tranbury,67148,0-234-17905-8
Green Tea,Pepsi,Tea,175,1830,4807,-2977,5/24/2023,Chad Flynn,Missouri,Angelamouth,45966,1-86844-668-9
Wine,Dr. Pepper,Alcoholic,946,9975,3491,6484,3/12/2021,Kendra Spears,Minnesota,Jeffmouth,64054,0-11-022348-9
Coffee,Pepsi,Coffee,715,9281,5604,3677,11/21/2020,Michael Valdez,Vermont,Taylorville,84444,1-158-79133-X
Wine,Pepsi,Alcoholic,198,8977,4627,4350,6/28/2022,Brandon Hodges,Massachusetts,Zavalashire,45150,1-5448-0513-6
Wine,Pepsi,Alcoholic,979,7210,3585,3625,1/29/2021,Christopher Johnson,South Dakota,East Steven,4301,0-437-19000-5
Coffee,Coca-Cola,Coffee,453,2872,6139,-3267,7/3/2023,Madison Baxter,Illinois,Port Scott,29512,0-598-80422-6
Vodka,Dr. Pepper,Alcoholic,650,2218,3890,-1672,3/15/2020,Darlene Pitts,Alabama,South Paulfort,99906,1-84111-093-0
Beer,Pepsi,Alcoholic,384,3310,1119,2191,5/18/2022,Sheri Hess,Florida,North Jacob,34201,1-4418-4787-1
Cola,Pepsi,Soft Drink,156,4773,3514,1259,9/4/2022,Jennifer Walter,Florida,Christopherton,98633,1-282-54189-7
Energy Drink,Coca-Cola,Soft Drink,598,5150,3389,1761,6/17/2022,Catherine Davenport,Washington,Mariaville,99562,0-903602-07-5
Black Tea,Pepsi,Tea,184,9545,764,8781,2/27/2021,Rose Vazquez,New Jersey,Anthonyhaven,2909,0-569-99004-1
Beer,Pepsi,Alcoholic,925,8681,3347,5334,3/28/2023,Richard Flynn,Kentucky,North Tiffany,76313,1-4946-1090-6
